Datetime,Price_USD,Log_Return,Volatility
2024-06-02 00:00:00+00:00,3830.826416015625,0.004683866367077373,0.0023938071177736797
2024-06-02 01:00:00+00:00,3821.25048828125,-0.002502832329812824,0.0024863895189148697
2024-06-02 02:00:00+00:00,3802.046875,-0.005038148975818593,0.0026857132474682618
2024-06-02 03:00:00+00:00,3804.8134765625,0.00072739647019214,0.002686205301756758
2024-06-02 04:00:00+00:00,3815.827392578125,0.002890550512338846,0.002731866410680066
2024-06-02 05:00:00+00:00,3804.310546875,-0.0030227417308504737,0.002808573978135617
2024-06-02 06:00:00+00:00,3811.579833984375,0.0019089795029632148,0.0028300679012986584
2024-06-02 07:00:00+00:00,3794.0048828125,-0.004621599287497665,0.002834178609323858
2024-06-02 08:00:00+00:00,3791.67138671875,-0.0006152374776995358,0.002436260321846569
2024-06-02 09:00:00+00:00,3778.95751953125,-0.0033587379059681404,0.0025123421001454977
2024-06-02 10:00:00+00:00,3777.695068359375,-0.0003341297403676788,0.0024832980181916657
2024-06-02 11:00:00+00:00,3801.701171875,0.006334589993489832,0.0028027825289257506
2024-06-02 12:00:00+00:00,3787.646728515625,-0.003703733076934339,0.002861508278587413
2024-06-02 13:00:00+00:00,3794.00634765625,0.0016776343017291093,0.0028658835300156473
2024-06-02 14:00:00+00:00,3801.608154296875,0.0020016311193098175,0.0028876779741645636
2024-06-02 15:00:00+00:00,3795.9560546875,-0.0014878717695841685,0.002869947450588369
2024-06-02 16:00:00+00:00,3789.625732421875,-0.0016690410604794936,0.0028892380456939405
2024-06-02 17:00:00+00:00,3772.48681640625,-0.0045328458815227825,0.0030072698541619377
2024-06-02 18:00:00+00:00,3767.496826171875,-0.0013236079014042343,0.0030113507610129457
2024-06-02 19:00:00+00:00,3780.03173828125,0.0033215968716493083,0.003090882283136942
2024-06-02 20:00:00+00:00,3784.364990234375,0.0011456967641008918,0.0031022651501352787
2024-06-02 21:00:00+00:00,3782.186279296875,-0.000575879530872935,0.003037548263283145
2024-06-02 22:00:00+00:00,3778.963134765625,-0.0008525541686779685,0.0030101992623405146
2024-06-02 23:00:00+00:00,3782.99560546875,0.0010665149662609852,0.0030094015706882186
2024-06-03 00:00:00+00:00,3770.863525390625,-0.00321215693845263,0.0028658075082935506
2024-06-03 01:00:00+00:00,3798.640380859375,0.0073391811386149305,0.0032664191929238297
2024-06-03 02:00:00+00:00,3806.50634765625,0.002068591148228377,0.0031326102115380263
2024-06-03 03:00:00+00:00,3798.659423828125,-0.0020635780595680896,0.0031580263335824503
2024-06-03 04:00:00+00:00,3816.2509765625,0.004620299676176331,0.0032469554432882908
2024-06-03 05:00:00+00:00,3811.31982421875,-0.0012929812543298652,0.0031956268682116155
2024-06-03 06:00:00+00:00,3824.12841796875,0.0033550370216591254,0.003244928059272616
2024-06-03 07:00:00+00:00,3814.948974609375,-0.0024032870216770413,0.0031331593163732695
2024-06-03 08:00:00+00:00,3824.117919921875,0.0024005418049537507,0.0031581875293831686
2024-06-03 09:00:00+00:00,3815.912841796875,-0.0021479183881456527,0.003105513941578957
2024-06-03 10:00:00+00:00,3808.74169921875,-0.0018810412075798621,0.0031374211610371776
2024-06-03 11:00:00+00:00,3807.99072265625,-0.00019719126873266597,0.0028665064802966098
2024-06-03 12:00:00+00:00,3835.759033203125,0.007265657194595025,0.003103540668189341
2024-06-03 13:00:00+00:00,3825.091064453125,-0.0027850631482371395,0.0031646255422804626
2024-06-03 14:00:00+00:00,3765.834228515625,-0.015612863348497513,0.0045163767789713075
2024-06-03 15:00:00+00:00,3793.795654296875,0.007397598488044747,0.0047793398179670175
2024-06-03 16:00:00+00:00,3766.981689453125,-0.007092941913698238,0.004984362855410303
2024-06-03 17:00:00+00:00,3778.933837890625,0.003167848457734571,0.004944354579421979
2024-06-03 18:00:00+00:00,3779.24267578125,8.172285742165749e-05,0.004935432032341489
2024-06-03 19:00:00+00:00,3770.529296875,-0.0023082505820210646,0.004910857686085875
2024-06-03 20:00:00+00:00,3772.4306640625,0.0005041435292293074,0.0049054976133639724
2024-06-03 21:00:00+00:00,3772.697265625,7.066853341533319e-05,0.004904726987758329
2024-06-03 22:00:00+00:00,3776.111083984375,0.0009044655617138486,0.004906191130745561
2024-06-03 23:00:00+00:00,3766.455078125,-0.0025604047553514577,0.004926716342546302
2024-06-04 00:00:00+00:00,3758.8642578125,-0.002017408842908226,0.004900741136951062
2024-06-04 01:00:00+00:00,3771.9365234375,0.0034716835922935577,0.0047040021918039795
2024-06-04 02:00:00+00:00,3768.801025390625,-0.000831615795478143,0.004677851097021078
2024-06-04 03:00:00+00:00,3773.67041015625,0.00129119095345474,0.004676563213090905
2024-06-04 04:00:00+00:00,3764.61572265625,-0.002402321083368603,0.004575559782958054
2024-06-04 05:00:00+00:00,3759.8046875,-0.0012787791084534512,0.004575462809938425
2024-06-04 06:00:00+00:00,3763.956787109375,0.0011037298417556675,0.004514226113414644
2024-06-04 07:00:00+00:00,3773.505126953125,0.002533570334460734,0.004543757969842053
2024-06-04 08:00:00+00:00,3759.66357421875,-0.003674832958151341,0.004546980424487232
2024-06-04 09:00:00+00:00,3747.90966796875,-0.003131215766871929,0.00456491113899623
2024-06-04 10:00:00+00:00,3765.869140625,0.00478041936425684,0.004693800964837089
2024-06-04 11:00:00+00:00,3763.945556640625,-0.0005109246650966455,0.004693440152659067
2024-06-04 12:00:00+00:00,3760.40869140625,-0.0009401113712278626,0.004393600759590775
2024-06-04 13:00:00+00:00,3777.813232421875,0.004617686270831546,0.004508484007996817
2024-06-04 14:00:00+00:00,3777.122802734375,-0.0001827757869051842,0.0031612556621372773
2024-06-04 15:00:00+00:00,3810.060791015625,0.008682588156618461,0.0032977259602210533
2024-06-04 16:00:00+00:00,3816.594482421875,0.0017133835922568802,0.0029220296476545476
2024-06-04 17:00:00+00:00,3813.59814453125,-0.000785389882310887,0.0028788646544273774
2024-06-04 18:00:00+00:00,3813.770751953125,4.526001672312309e-05,0.0028790387841123523
2024-06-04 19:00:00+00:00,3801.7421875,-0.003158966323497323,0.0029185279682339077
2024-06-04 20:00:00+00:00,3808.301513671875,0.0017238607434607095,0.0029320353787962187
2024-06-04 21:00:00+00:00,3813.412109375,0.001341062317954315,0.0029374008031267038
2024-06-04 22:00:00+00:00,3814.469970703125,0.00027736698700926276,0.0029359457161646126
2024-06-04 23:00:00+00:00,3813.09375,-0.0003608545974708101,0.002872472459331406
2024-06-05 00:00:00+00:00,3821.534912109375,0.002211283854808705,0.002840034276235342
2024-06-05 01:00:00+00:00,3824.58154296875,0.0007969093953794761,0.0027778889177679225
2024-06-05 02:00:00+00:00,3804.65673828125,-0.005223286848097508,0.0030097192876381933
2024-06-05 03:00:00+00:00,3809.834716796875,0.00136003286478417,0.0030106436626733376
2024-06-05 04:00:00+00:00,3811.828125,0.0005230901156233623,0.0029509923391149375
2024-06-05 05:00:00+00:00,3789.91357421875,-0.005765681696974474,0.003201366616856576
2024-06-05 06:00:00+00:00,3811.53173828125,0.0056879241926155845,0.0033811035867295923
2024-06-05 07:00:00+00:00,3809.880859375,-0.0004332212463022185,0.0033585718507939196
2024-06-05 08:00:00+00:00,3802.35400390625,-0.001977568495172042,0.003286133946924627
2024-06-05 09:00:00+00:00,3796.673583984375,-0.001495038914971675,0.0032245603083271507
2024-06-05 10:00:00+00:00,3795.202392578125,-0.0003875699311230422,0.00309909770489508
2024-06-05 11:00:00+00:00,3803.73291015625,0.0022451885222636095,0.003117849048990998
2024-06-05 12:00:00+00:00,3821.484619140625,0.004656061544727539,0.0032179462369968863
2024-06-05 13:00:00+00:00,3800.741943359375,-0.005442694943804174,0.0033346601964446914
