Datetime,BTC-USD,ETH-USD,Spread,Z_Score,Position,Spread_Change,Strategy_PnL_Gross,Trades,Cost,Strategy_PnL_Net,Cumulative_PnL
2026-01-16 15:10:00+00:00,95527.8046875,3302.84814453125,-737.071330084002,-1.8536064074033427,0,-1.167614188558673,-0.0,0.0,0.0,-0.0,-371.29697322180476
2026-01-16 15:11:00+00:00,95541.5546875,3305.4091796875,-735.0917894251675,-1.027722606273722,0,1.979540658834594,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:12:00+00:00,95581.2890625,3308.326416015625,-733.8549400367328,-0.5162919065232807,0,1.2368493884346208,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:13:00+00:00,95509.5390625,3305.78564453125,-733.3613675073216,-0.30737745496116675,0,0.49357252941126717,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:14:00+00:00,95521.4921875,3307.133056640625,-732.5194591371774,0.03524295137917828,0,0.8419083701442105,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:15:00+00:00,95505.828125,3306.775146484375,-732.2149281188149,0.1625632656668216,0,0.3045310183624679,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:16:00+00:00,95503.5234375,3307.283447265625,-731.6091609303276,0.40284777359579066,0,0.6057671884873344,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:17:00+00:00,95452.8046875,3305.190673828125,-731.5570126194066,0.415113606649869,0,0.05214831092098393,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:18:00+00:00,95427.5703125,3304.345458984375,-731.3350529025588,0.4960109216114259,0,0.2219597168477776,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:19:00+00:00,95214.359375,3297.00439453125,-729.6593183051355,1.1333142896550423,0,1.675734597423343,0.0,0.0,0.0,0.0,-371.29697322180476
2026-01-16 15:20:00+00:00,94931.109375,3289.461669921875,-725.2232562677518,2.6585943917541957,-1,4.4360620373836355,0.0,1.0,3.289461669921875,-3.289461669921875,-374.58643489172664
2026-01-16 15:21:00+00:00,94961.0859375,3288.86474609375,-727.0879041791627,1.8835393641935247,-1,-1.8646479114108843,1.8646479114108843,0.0,0.0,1.8646479114108843,-372.72178698031576
2026-01-16 15:22:00+00:00,94876.5625,3288.992919921875,-723.3851911649367,2.9273414718340227,-1,3.702713014225992,-3.702713014225992,0.0,0.0,-3.702713014225992,-376.42449999454175
2026-01-16 15:23:00+00:00,94865.4296875,3289.69140625,-722.2158925306658,3.0210325307443444,-1,1.1692986342709446,-1.1692986342709446,0.0,0.0,-1.1692986342709446,-377.5937986288127
2026-01-16 15:24:00+00:00,95056.6953125,3299.576416015625,-720.4196033819298,3.221317156968509,-1,1.796289148735923,-1.796289148735923,0.0,0.0,-1.796289148735923,-379.3900877775486
2026-01-16 15:25:00+00:00,94972.1015625,3296.137451171875,-720.2810554881717,2.980645833658709,-1,0.13854789375818655,-0.13854789375818655,0.0,0.0,-0.13854789375818655,-379.5286356713068
2026-01-16 15:26:00+00:00,94924.640625,3294.039306640625,-720.3720528195358,2.7360715066073085,-1,-0.09099733136417854,0.09099733136417854,0.0,0.0,0.09099733136417854,-379.4376383399426
2026-01-16 15:27:00+00:00,94909.3046875,3293.416259765625,-720.3465350931574,2.570552871884544,-1,0.025517726378438965,-0.025517726378438965,0.0,0.0,-0.025517726378438965,-379.46315606632106
2026-01-16 15:28:00+00:00,94986.921875,3296.311279296875,-720.7339859208973,2.3527033106809174,-1,-0.38745082773994,0.38745082773994,0.0,0.0,0.38745082773994,-379.0757052385811
2026-01-16 15:29:00+00:00,94824.0625,3291.52880859375,-718.6290507756571,2.6255323474129413,-1,2.1049351452402334,-2.1049351452402334,0.0,0.0,-2.1049351452402334,-381.18064038382136
2026-01-16 15:31:00+00:00,94749.4765625,3290.440185546875,-716.5633965686543,2.813291920290349,-1,2.065654207002808,-2.065654207002808,0.0,0.0,-2.065654207002808,-383.24629459082416
2026-01-16 15:32:00+00:00,94688.7265625,3288.655517578125,-715.7789161215505,2.735768614484259,-1,0.7844804471037605,-0.7844804471037605,0.0,0.0,-0.7844804471037605,-384.0307750379279
2026-01-16 15:33:00+00:00,94641.0625,3284.71240234375,-717.7062938964186,2.246335425576701,-1,-1.9273777748680914,1.9273777748680914,0.0,0.0,1.9273777748680914,-382.10339726305983
2026-01-16 15:34:00+00:00,94479.765625,3271.52734375,-724.0700255619645,1.1113549096780269,-1,-6.363731665545856,6.363731665545856,0.0,0.0,6.363731665545856,-375.739665597514
2026-01-16 15:35:00+00:00,94469.9765625,3271.05517578125,-724.1282090959066,1.0664950921562686,-1,-0.05818353394215592,0.05818353394215592,0.0,0.0,0.05818353394215592,-375.6814820635718
2026-01-16 15:36:00+00:00,94501.5234375,3273.455322265625,-723.0621960095796,1.2070765525799,-1,1.0660130863270751,-1.0660130863270751,0.0,0.0,-1.0660130863270751,-376.7474951498989
2026-01-16 15:37:00+00:00,94456.75,3270.864990234375,-723.7590365836204,1.0612011598240993,-1,-0.6968405740408343,0.6968405740408343,0.0,0.0,0.6968405740408343,-376.05065457585806
2026-01-16 15:38:00+00:00,94591.9296875,3276.69580078125,-723.6450438144611,1.0461230564317088,-1,0.11399276915926748,-0.11399276915926748,0.0,0.0,-0.11399276915926748,-376.16464734501733
2026-01-16 15:39:00+00:00,94693.578125,3281.614990234375,-723.0246185123997,1.1152616452738324,-1,0.6204253020614487,-0.6204253020614487,0.0,0.0,-0.6204253020614487,-376.7850726470788
2026-01-16 15:40:00+00:00,94688.34375,3277.8017578125,-726.6164865517362,0.49038705524575027,0,-3.591868039336532,3.591868039336532,1.0,3.2778017578125,0.31406628152403204,-376.47100636555473
2026-01-16 15:41:00+00:00,94550.6015625,3273.3095703125,-725.2834868449568,0.691065676363255,0,1.3329997067794466,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 15:42:00+00:00,94382.0390625,3261.36181640625,-730.1026468442542,-0.14534198715809735,0,-4.819159999297426,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:43:00+00:00,94410.515625,3261.603759765625,-731.0649918048107,-0.33055171674255557,0,-0.9623449605564929,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:44:00+00:00,94410.515625,3261.603759765625,-731.0649918048107,-0.34538160491673786,0,0.0,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 15:45:00+00:00,94470.8828125,3266.821533203125,-728.4001774477251,0.1056643502806107,0,2.664814357085561,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 15:46:00+00:00,94489.2734375,3263.7568359375,-732.2426236036431,-0.5870835259577505,0,-3.842446155917969,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:47:00+00:00,94381.46875,3260.97607421875,-730.4642702258957,-0.2786709640722402,0,1.7783533777474076,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 15:48:00+00:00,94268.7734375,3254.869384765625,-731.8050175624194,-0.5238112751891092,0,-1.340747336523691,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:49:00+00:00,94317.8515625,3256.055908203125,-732.6940330071716,-0.6846059600651059,0,-0.8890154447522036,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:50:00+00:00,94314.78125,3254.264404296875,-734.3556918353056,-0.9801615837410499,0,-1.6616588281340228,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:51:00+00:00,94455.5390625,3259.979736328125,-734.5930793267457,-1.0129191003953648,0,-0.23738749144013127,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:52:00+00:00,94358.3515625,3253.92578125,-736.5369255708661,-1.3330584373485832,0,-1.9438462441203228,-0.0,0.0,0.0,-0.0,-376.47100636555473
2026-01-16 15:53:00+00:00,94402.0859375,3257.576904296875,-734.7353514992928,-1.00461714134344,0,1.8015740715732136,0.0,0.0,0.0,0.0,-376.47100636555473
2026-01-16 15:54:00+00:00,94403.7109375,3258.793701171875,-733.5872767012602,-0.8023258252944786,0,1.1480747980326669,0.0,0.0,0.0,0.0,-376.47100636555473
